,ta,U,V,ws,hm,vs,pm
2017-02-05 04:00:00,1.3,0.3502073812594675,-0.9366721892483976,0.2,73.7,4120.0,89.0
2017-02-05 05:00:00,1.9,0.9547607995027976,-0.2973748740777862,1.3,67.9,4910.0,84.0
2017-02-05 06:00:00,1.0,-0.3987490689252462,0.917060074385124,0.3,74.1,3860.0,89.0
2017-02-05 07:00:00,1.4,-0.6819983600624986,-0.7313537016191705,1.0,73.4,4430.0,91.0
2017-02-05 08:00:00,1.8,-0.9819587126964436,-0.1890954429898913,1.0,73.0,5310.0,81.0
2017-02-05 09:00:00,2.1,-0.8902128046111264,0.4555449072335155,0.6,74.0,5480.0,59.0
2017-02-05 10:00:00,2.5,-0.6717205893229901,0.7408045962867502,0.4,77.2,6580.0,49.0
2017-02-05 11:00:00,2.3,0.7771459614569711,0.6293203910498374,0.5,80.0,4190.0,29.0
2017-02-05 12:00:00,2.2,0.5224985647159489,-0.8526401643540922,2.1,84.7,3630.0,24.0
2017-02-05 13:00:00,1.9,0.784776370533083,-0.6197790317951402,2.0,86.5,3950.0,11.0
2017-02-05 14:00:00,2.4,0.907044014291465,-0.4210358133674906,2.9,86.1,6760.0,14.0
2017-02-05 15:00:00,2.6,0.6520984038303921,-0.7581343361976525,2.0,85.2,8380.0,19.0
2017-02-05 16:00:00,2.9,0.6665324702494526,-0.7454759996828622,3.3,82.1,16610.0,9.0
2017-02-05 17:00:00,3.0,0.596224874965616,-0.8028174751911143,3.8,79.1,9740.0,34.0
2017-02-05 18:00:00,2.4,0.7181262977631886,-0.6959127965923146,4.0,77.7,4790.0,71.0
2017-02-05 19:00:00,1.9,0.784776370533083,-0.6197790317951402,2.8,77.0,3870.0,93.0
2017-02-05 20:00:00,1.1,0.7466381822853917,-0.6652303546543606,1.4,76.5,3270.0,103.0
2017-02-05 21:00:00,1.7,0.6087614290087205,-0.7933533402912353,3.7,59.4,7550.0,99.0
2017-02-05 22:00:00,1.0,0.4178670738010766,-0.9085081775267216,5.3,56.0,9210.0,64.0
2017-02-05 23:00:00,0.6,0.6225146366376195,-0.782608156852414,3.5,58.3,10330.0,56.0
2017-02-06 00:00:00,-0.5,0.8309844692743282,-0.5562956155003048,1.9,62.4,10290.0,59.0
2017-02-06 01:00:00,-0.5,0.7512641335035112,-0.6600016679609368,3.3,60.6,11610.0,50.0
2017-02-06 02:00:00,-0.5,0.5313985795180832,-0.8471219213821368,3.9,56.9,12610.0,54.0
2017-02-06 03:00:00,-0.9,0.7372773368101242,-0.6755902076156602,2.2,55.3,11770.0,50.0
2017-02-06 04:00:00,-1.0,0.5120428648705716,-0.8589598969306643,5.0,54.6,13470.0,46.0
2017-02-06 05:00:00,-2.0,0.4257792915650724,-0.9048270524660196,2.8,55.3,14470.0,41.0
2017-02-06 06:00:00,-2.7,-0.3239174181981495,-0.9460853588275452,2.7,54.1,16480.0,40.0
2017-02-06 07:00:00,-2.8,0.0139621803391455,-0.9999025240093043,2.8,52.7,17160.0,48.0
2017-02-06 08:00:00,-2.7,-0.2096185629038222,-0.9777832367586062,3.6,50.8,15950.0,43.0
2017-02-06 09:00:00,-1.7,0.5562956155003049,-0.8309844692743282,4.3,48.5,16890.0,47.0
2017-02-06 10:00:00,-1.3,0.3599968081200517,-0.9329535348254888,6.1,44.5,18100.0,49.0
2017-02-06 11:00:00,-0.1,0.1650476058606776,-0.9862856015372312,4.3,41.2,18050.0,43.0
2017-02-06 12:00:00,0.8,-0.3632512304729785,-0.9316912275855488,2.3,39.0,20400.0,39.0
2017-02-06 13:00:00,1.1,0.6129070536529766,-0.7901550123756903,2.8,35.8,21050.0,39.0
2017-02-06 14:00:00,1.8,0.8171448983351287,-0.5764323161697931,2.4,34.9,23470.0,37.0
2017-02-06 15:00:00,2.3,0.4740882090471164,-0.8804773535091618,4.2,37.4,23810.0,40.0
2017-02-06 16:00:00,2.4,0.7512641335035112,-0.6600016679609368,3.4,37.7,24820.0,41.0
2017-02-06 17:00:00,2.3,0.6279630576493376,-0.7782431485260213,2.8,39.9,26750.0,53.0
2017-02-06 18:00:00,0.6,0.569279523430844,-0.8221440410307377,3.9,45.2,26510.0,33.0
2017-02-06 19:00:00,-0.6,0.2990407922560863,-0.954240328516277,2.6,52.3,25650.0,26.0
2017-02-06 20:00:00,-1.3,0.2486898871648543,-0.9685831611286314,2.1,52.8,28960.0,35.0
2017-02-06 21:00:00,-1.5,0.1650476058606776,-0.9862856015372312,2.9,49.1,30680.0,35.0
2017-02-06 22:00:00,-2.7,-0.1890954429898912,-0.9819587126964436,0.5,52.1,28720.0,26.0
2017-02-06 23:00:00,-3.3,0.915662593339561,-0.40194777665596,0.2,52.2,29480.0,29.0
2017-02-07 00:00:00,-4.4,0.0593063735759613,-0.9982398279237654,1.1,62.7,24360.0,28.0
2017-02-07 01:00:00,-3.9,0.8191520442889919,-0.5735764363510459,1.7,54.5,30690.0,25.0
2017-02-07 02:00:00,-5.5,-0.7229671459095685,0.6908824110768582,0.8,70.2,20730.0,31.0
2017-02-07 03:00:00,-5.6,-0.9622179935292856,0.2722802470405746,1.0,72.1,21960.0,33.0
2017-02-07 04:00:00,-6.7,-0.4289351334031458,0.9033352928633008,0.8,78.6,21070.0,24.0
2017-02-07 05:00:00,-6.9,-0.374606593415912,0.9271838545667872,1.4,81.0,20740.0,31.0
2017-02-07 06:00:00,-7.2,-0.5461019610144289,0.8377187166204388,0.6,80.2,18900.0,37.0
2017-02-07 07:00:00,-6.4,-0.6870875108044229,0.726574670970976,1.6,80.9,17670.0,51.0
2017-02-07 08:00:00,-6.0,0.5577451089796902,0.8300122850953674,0.9,76.5,18410.0,75.0
2017-02-07 09:00:00,-4.2,-0.9777832367586062,-0.2096185629038219,1.3,70.2,10720.0,77.0
2017-02-07 10:00:00,-1.9,-0.9884938868086834,-0.1512608202472189,1.8,50.4,20390.0,59.0
2017-02-07 11:00:00,-0.3,-0.8517269341430477,0.5239859059700791,0.4,42.8,21810.0,59.0
2017-02-07 12:00:00,0.1,0.92783625389892,0.372987782575809,0.8,40.1,21160.0,53.0
2017-02-07 13:00:00,1.1,-0.9694453498951392,-0.2453073858788022,1.3,37.7,19210.0,52.0
2017-02-07 14:00:00,2.7,-0.949425477641904,-0.313992455967405,0.5,32.2,20230.0,59.0
2017-02-07 15:00:00,2.4,0.4756242090702748,-0.8796485728666166,2.2,31.6,21610.0,71.0
2017-02-07 16:00:00,1.9,0.873772223035465,-0.4863353804234908,3.4,32.3,22570.0,50.0
2017-02-07 17:00:00,1.7,0.5105429179116056,-0.8598522715968735,1.7,37.0,22760.0,53.0
2017-02-07 18:00:00,0.0,-0.163325962241622,-0.9865721616069694,1.7,39.8,21230.0,62.0
2017-02-07 19:00:00,-1.3,0.688354575693754,-0.7253743710122877,1.2,47.0,23200.0,63.0
2017-02-07 20:00:00,-2.4,0.9238795325112866,-0.3826834323650898,0.6,59.9,19840.0,54.0
2017-02-07 21:00:00,-2.4,0.1529858362840383,-0.9882283814465528,0.5,65.2,13800.0,49.0
2017-02-07 22:00:00,-2.5,0.5195191118795096,-0.8544588301328072,1.1,70.7,14630.0,52.0
2017-02-07 23:00:00,-3.0,-0.8367643134589616,0.5475632234925502,0.1,61.8,17740.0,52.0
2017-02-08 00:00:00,-3.8,-1.8369701987210294e-16,-1.0,0.0,76.1,15910.0,66.0
2017-02-08 01:00:00,-4.9,-1.8369701987210294e-16,-1.0,0.0,74.6,13390.0,53.0
2017-02-08 02:00:00,-5.4,-1.8369701987210294e-16,-1.0,0.0,81.9,14090.0,54.0
2017-02-08 03:00:00,-6.3,-1.8369701987210294e-16,-1.0,0.0,81.9,12130.0,58.0
2017-02-08 04:00:00,-6.2,-0.9297764858882516,0.3681245526846777,0.4,83.9,12770.0,56.0
2017-02-08 05:00:00,-6.9,-0.9607791541575944,-0.2773146533023776,0.9,83.5,12820.0,54.0
2017-02-08 06:00:00,-6.8,-1.8369701987210294e-16,-1.0,0.0,83.3,12240.0,57.0
2017-02-08 07:00:00,-7.0,-0.9832549075639546,0.1822355254921477,0.3,84.3,11900.0,71.0
2017-02-08 08:00:00,-6.0,-0.9354440308298676,-0.3534748437792568,1.2,82.2,10260.0,71.0
2017-02-08 09:00:00,-3.1,0.984195607969242,0.1770847403195831,0.2,72.9,12600.0,69.0
2017-02-08 10:00:00,-1.3,-1.8369701987210294e-16,-1.0,0.0,52.4,16030.0,63.0
2017-02-08 11:00:00,0.3,0.2537579445848055,-0.9672677527758772,1.7,42.3,17430.0,69.0
2017-02-08 12:00:00,1.1,0.984807753012208,-0.1736481776669303,2.7,42.9,13820.0,69.0
2017-02-08 13:00:00,0.9,0.9921147013144777,-0.125333233564304,3.6,37.3,20160.0,65.0
2017-02-08 14:00:00,1.7,0.7512641335035112,-0.6600016679609368,2.4,35.0,19250.0,57.0
2017-02-08 15:00:00,1.3,0.6347305132022673,-0.7727335734973514,2.0,32.8,21300.0,50.0
2017-02-08 16:00:00,0.9,0.8886172326549486,-0.4586495544843151,2.7,34.8,25370.0,42.0
2017-02-08 17:00:00,0.8,0.8580649057236446,-0.5135412520581697,2.6,34.3,33390.0,26.0
2017-02-08 18:00:00,0.4,0.7954734808548959,-0.6059884002657111,2.0,37.9,30880.0,24.0
2017-02-08 19:00:00,-0.2,0.657375245794096,-0.7535633923016377,1.3,40.6,32000.0,26.0
2017-02-08 20:00:00,-0.1,0.8845809752150837,-0.4663866403398913,1.7,49.5,30550.0,24.0
2017-02-08 21:00:00,-0.9,0.4863353804234908,-0.873772223035465,3.9,43.3,34500.0,34.0
2017-02-08 22:00:00,-1.4,0.4320857488019827,-0.9018325264051136,2.3,39.1,35760.0,25.0
2017-02-08 23:00:00,-2.1,0.5343523493898266,-0.845261833221856,2.2,46.2,30180.0,30.0
2017-02-09 00:00:00,-2.0,0.5533915492433443,-0.8329212407100993,2.9,48.4,25270.0,33.0
2017-02-09 01:00:00,-2.5,0.617035875140749,-0.7869350219613371,1.9,51.9,23750.0,42.0
2017-02-09 02:00:00,-2.5,0.4954586684324073,-0.8686315144381913,3.4,53.2,20740.0,47.0
2017-02-09 03:00:00,-3.4,0.5254716510722676,-0.8508111094240512,2.8,54.2,17240.0,53.0
2017-02-09 04:00:00,-3.9,0.4848096202463371,-0.8746197071393956,3.8,55.0,19770.0,48.0
2017-02-09 05:00:00,-4.2,0.521009631840576,-0.8535507972753276,3.2,54.4,19170.0,46.0
2017-02-09 06:00:00,-4.6,0.374606593415912,-0.9271838545667872,4.2,52.4,20190.0,53.0
2017-02-09 07:00:00,-5.3,0.0627905195293137,-0.9980267284282716,2.5,53.5,18880.0,56.0
2017-02-09 08:00:00,-5.1,0.0732381971276314,-0.9973144772244582,2.6,51.0,23460.0,62.0
2017-02-09 09:00:00,-4.0,0.4035452963523902,-0.9149596678498246,5.9,43.2,26460.0,70.0
2017-02-09 10:00:00,-3.2,0.5431744499506703,-0.8396198645344134,4.8,39.1,23510.0,85.0
2017-02-09 11:00:00,-2.5,0.0540788129847757,-0.9985366703262116,4.0,34.6,25890.0,78.0
2017-02-09 12:00:00,-2.3,0.3106764296307321,-0.9505157316277836,6.8,32.7,29540.0,75.0
2017-02-09 13:00:00,-2.7,0.7033947028105039,-0.7107994738729927,3.9,36.8,32070.0,71.0
2017-02-09 14:00:00,-1.4,0.6613118653236516,-0.7501110696304599,5.0,36.4,36280.0,55.0
2017-02-09 15:00:00,-2.0,0.7793379649314742,-0.6266038113644605,6.6,37.9,24550.0,33.0
2017-02-09 16:00:00,-3.3,0.5299192642332049,-0.848048096156426,5.1,45.5,33210.0,43.0
2017-02-09 17:00:00,-3.0,0.5807029557109398,-0.8141155183563193,5.0,38.2,35950.0,42.0
2017-02-09 18:00:00,-4.0,0.1908089953765449,-0.981627183447664,4.2,40.5,30800.0,54.0
2017-02-09 19:00:00,-4.3,0.4477590878387701,-0.8941542368393678,4.5,41.3,31630.0,59.0
2017-02-09 20:00:00,-4.4,0.4771587602596083,-0.8788171126619653,4.1,38.6,30530.0,62.0
2017-02-09 21:00:00,-4.8,0.5343523493898266,-0.845261833221856,4.8,43.0,33430.0,51.0
2017-02-09 22:00:00,-5.0,0.3681245526846783,-0.9297764858882512,2.8,45.5,28220.0,44.0
2017-02-09 23:00:00,-5.1,0.4083304603813852,-0.9128341772330426,3.3,47.9,34610.0,30.0
2017-02-10 00:00:00,-4.9,0.7477980904985319,-0.6639262126522418,3.2,50.2,33440.0,22.0
2017-02-10 01:00:00,-4.9,0.5620833778521304,-0.827080574274562,4.1,54.0,28780.0,32.0
2017-02-10 02:00:00,-5.4,0.4257792915650724,-0.9048270524660196,5.1,45.9,25820.0,41.0
2017-02-10 03:00:00,-5.8,0.5891963573533423,-0.8079898838980304,4.5,44.3,26480.0,34.0
2017-02-10 04:00:00,-6.2,0.7181262977631886,-0.6959127965923146,4.0,44.4,29390.0,29.0
2017-02-10 05:00:00,-6.6,0.4178670738010766,-0.9085081775267216,5.0,44.7,27080.0,31.0
2017-02-10 06:00:00,-6.8,0.1581580672544839,-0.9874138067509112,6.3,39.3,30960.0,26.0
2017-02-10 07:00:00,-7.5,0.2300497371881047,-0.9731788727770884,4.0,44.2,32500.0,29.0
2017-02-10 08:00:00,-7.0,0.320612990585676,-0.947210277746029,6.3,41.0,34150.0,29.0
2017-02-10 09:00:00,-6.0,0.3713678355502349,-0.9284858268809134,5.9,38.5,30720.0,31.0
2017-02-10 10:00:00,-5.2,0.1633259622416219,-0.9865721616069696,5.0,34.5,31670.0,33.0
2017-02-10 11:00:00,-4.2,0.4178670738010766,-0.9085081775267216,4.3,33.8,28100.0,33.0
2017-02-10 12:00:00,-3.6,0.5707135676844318,-0.8211492091337039,5.2,33.3,26260.0,31.0
2017-02-10 13:00:00,-3.5,0.4289351334031455,-0.9033352928633008,5.4,32.7,32690.0,31.07544911369686
2017-02-10 14:00:00,-2.8,0.8633955506067715,-0.5045276238150194,5.3,32.4,30940.0,32.374835595384425
2017-02-10 15:00:00,-2.6,0.4984877397538299,-0.866896748935603,4.9,32.0,29030.0,34.0
2017-02-10 16:00:00,-2.6,0.7901550123756903,-0.6129070536529766,4.3,37.0,29570.0,31.0
2017-02-10 17:00:00,-3.3,0.4178670738010766,-0.9085081775267216,3.8,38.9,33880.0,36.0
2017-02-10 18:00:00,-4.1,0.3939419095909509,-0.9191353392552344,5.7,40.2,36010.0,29.0
2017-02-10 19:00:00,-4.6,0.1890954429898908,-0.9819587126964436,4.8,39.8,27390.0,29.0
2017-02-10 20:00:00,-5.5,0.3106764296307321,-0.9505157316277836,6.5,42.4,27200.0,38.0
2017-02-10 21:00:00,-5.5,0.3469356515732561,-0.9378889346118976,4.8,43.8,26840.0,34.0
2017-02-10 22:00:00,-5.5,0.4909037536151405,-0.8712138111201895,3.2,46.2,28110.0,25.0
2017-02-10 23:00:00,-5.0,0.3616245700820922,-0.9323238012155122,4.2,43.8,30020.0,27.0
2017-02-11 00:00:00,-5.1,0.1079993557060226,-0.9941509639723154,3.6,43.5,30360.0,22.0
2017-02-11 01:00:00,-5.3,0.1667687467161027,-0.9859960370705048,4.5,42.4,31680.0,30.0
2017-02-11 02:00:00,-5.7,0.0052359638314197,-0.9999862922474267,4.4,43.4,28860.0,31.0
2017-02-11 03:00:00,-6.2,-0.4019477766559603,-0.9156625933395608,1.2,44.9,26300.0,30.0
2017-02-11 04:00:00,-6.5,0.1374445460371463,-0.9905094632383088,4.4,45.7,28610.0,28.0
2017-02-11 05:00:00,-6.6,0.201077921145965,-0.979575249599344,3.1,45.0,29720.0,30.0
2017-02-11 06:00:00,-7.0,0.2113247964553886,-0.977415894286096,3.0,47.3,28400.0,27.0
2017-02-11 07:00:00,-8.2,-0.3713678355502353,-0.9284858268809132,0.8,52.1,26330.0,33.0
2017-02-11 08:00:00,-6.8,0.3222656952305114,-0.9466492601156964,2.1,49.8,23820.0,33.0
2017-02-11 09:00:00,-4.8,0.0314107590781286,-0.9995065603657316,3.2,41.2,28060.0,29.0
2017-02-11 10:00:00,-4.2,0.6414496315691575,-0.7671651518153,5.5,37.9,27650.0,34.0
2017-02-11 11:00:00,-2.8,0.01919744239969,-0.9998157121216444,3.4,36.5,29760.0,37.0
2017-02-11 12:00:00,-1.8,0.3665012267242973,-0.9304175679820244,3.2,33.7,29410.0,36.0
2017-02-11 13:00:00,-1.6,0.4162807922604015,-0.9092361090470684,2.4,35.4,26060.0,32.0
2017-02-11 14:00:00,-0.4,0.9832549075639546,-0.1822355254921474,5.4,35.2,28550.0,32.0
2017-02-11 15:00:00,0.1,0.596224874965616,-0.8028174751911143,3.7,36.7,32290.0,27.0
2017-02-11 16:00:00,-0.1,0.9923319378854886,-0.1236014767404931,5.3,37.7,37410.0,26.0
2017-02-11 17:00:00,-0.2,0.7443115462311545,-0.6678325554710463,3.3,39.5,35750.0,28.0
2017-02-11 18:00:00,-0.9,0.8964864303834402,-0.4430711908241798,3.6,44.2,34880.0,28.0
2017-02-11 19:00:00,-2.1,0.8489716876291417,-0.5284383347223467,2.1,47.4,34900.0,23.0
2017-02-11 20:00:00,-2.9,0.7337298645028764,-0.6794413042615166,1.3,51.8,33700.0,23.0
2017-02-11 21:00:00,-2.2,0.6347305132022673,-0.7727335734973514,3.0,49.3,36010.0,21.0
2017-02-11 22:00:00,-2.8,0.6481199010631306,-0.7615383075367371,2.5,51.8,30140.0,17.0
2017-02-11 23:00:00,-4.9,0.5431744499506703,-0.8396198645344134,1.9,58.1,27800.0,28.0
2017-02-12 00:00:00,-5.4,-0.3485720473218154,-0.9372819894918912,1.2,61.3,27880.0,41.0
2017-02-12 01:00:00,-5.8,0.4336590845875442,-0.9010770213220916,1.0,55.0,31650.0,33.0
2017-02-12 02:00:00,-6.3,0.994702817117174,-0.1027925367872464,0.6,60.2,29620.0,32.0
2017-02-12 03:00:00,-7.9,-1.8369701987210294e-16,-1.0,0.0,69.4,26560.0,32.0
2017-02-12 04:00:00,-8.5,-1.8369701987210294e-16,-1.0,0.0,77.6,23350.0,38.0
2017-02-12 05:00:00,-9.3,-0.5976251469755213,-0.8017756442437539,0.4,79.1,20490.0,36.0
2017-02-12 06:00:00,-9.6,-0.9998766324816608,-0.0157073173118209,0.7,80.1,19360.0,39.0
2017-02-12 07:00:00,-9.4,-0.9785089851017784,-0.2062041853966295,0.5,79.1,18560.0,49.0
2017-02-12 08:00:00,-8.7,-0.9366721892483976,-0.3502073812594673,0.5,79.2,16320.0,51.0
2017-02-12 09:00:00,-4.8,-1.8369701987210294e-16,-1.0,0.1,67.9,15210.0,57.0
2017-02-12 10:00:00,0.4,-0.970716481578191,-0.2402280424772636,0.4,50.3,19350.0,60.0
2017-02-12 11:00:00,1.0,0.996917333733128,-0.0784590957278449,2.9,42.0,23850.0,24.0
2017-02-12 12:00:00,1.8,0.9997806834748456,0.0209424198833567,3.2,38.5,34420.0,24.0
2017-02-12 13:00:00,2.6,0.8625136692072576,-0.5060337641211634,2.4,35.6,31830.0,27.0
2017-02-12 14:00:00,3.5,0.8712138111201895,-0.4909037536151404,3.3,34.7,37380.0,15.0
2017-02-12 15:00:00,3.4,0.8771461637055886,-0.4802234974431887,3.9,29.8,45570.0,18.0
2017-02-12 16:00:00,2.8,0.6560590289905074,-0.7547095802227721,2.3,30.5,50000.0,19.0
2017-02-12 17:00:00,2.0,0.8069603121438023,-0.5906056676199251,3.6,37.7,37330.0,24.0
2017-02-12 18:00:00,0.4,0.8553642601605066,-0.51802700937313,2.5,50.6,28390.0,25.0
2017-02-12 19:00:00,-0.3,0.9999253696604522,0.0122170008352469,2.4,57.4,25660.0,23.0
2017-02-12 20:00:00,-3.0,0.9781476007338056,0.2079116908177593,0.5,69.1,19310.0,23.0
2017-02-12 21:00:00,-4.6,-0.9933727656003962,0.1149371504928666,0.3,81.9,17540.0,36.0
2017-02-12 22:00:00,-5.3,-0.9989705697907147,-0.0453629881292535,0.4,82.3,16470.0,31.0
2017-02-12 23:00:00,-5.6,-0.9348256763960144,0.3551069624081372,0.5,83.7,11910.0,36.0
2017-02-13 00:00:00,-6.4,-0.9999451693655124,-0.0104717841162454,0.9,84.1,13740.0,46.0
2017-02-13 01:00:00,-6.7,-0.9762960071199336,0.2164396139381027,0.8,84.5,13860.0,53.0
2017-02-13 02:00:00,-7.2,-0.9921147013144777,0.1253332335643041,0.3,84.8,10420.0,48.0
2017-02-13 03:00:00,-7.7,-0.977415894286096,0.2113247964553884,0.4,85.0,12940.0,42.0
2017-02-13 04:00:00,-7.6,-1.8369701987210294e-16,-1.0,0.1,85.1,11600.0,43.0
2017-02-13 05:00:00,-8.0,-0.9865721616069694,0.1633259622416223,1.0,84.6,13450.0,46.0
2017-02-13 06:00:00,-8.6,-1.8369701987210294e-16,-1.0,0.0,83.5,14140.0,52.0
2017-02-13 07:00:00,-8.7,-0.9593139745400576,-0.2823414568428763,0.5,83.7,14010.0,56.0
2017-02-13 08:00:00,-7.4,-0.9685831611286312,0.2486898871648548,0.2,82.7,17320.0,66.0
2017-02-13 09:00:00,-4.5,0.9996101150403546,0.0279216387235692,0.1,76.2,16580.0,63.0
2017-02-13 10:00:00,-1.0,-0.7693995550468954,0.6387678175155973,0.8,65.3,13820.0,71.0
2017-02-13 11:00:00,2.8,-0.3842953226598036,0.9232102171129808,1.7,39.7,20630.0,56.0
2017-02-13 12:00:00,4.0,0.5764323161697931,0.8171448983351287,1.4,39.6,16860.0,61.0
2017-02-13 13:00:00,4.3,0.5210096318405765,0.8535507972753273,2.1,43.2,19760.0,63.0
2017-02-13 14:00:00,4.8,0.0540788129847753,0.998536670326212,1.1,46.4,17620.0,54.0
2017-02-13 15:00:00,4.8,0.8348478632634065,0.5504807400849956,0.6,51.1,16920.0,46.0
2017-02-13 16:00:00,4.9,-0.2990407922560868,0.9542403285162768,2.0,50.1,16390.0,53.0
2017-02-13 17:00:00,4.5,-0.5135412520581701,0.8580649057236445,1.4,53.5,16820.0,45.0
2017-02-13 18:00:00,3.1,-0.9685831611286312,-0.248689887164855,1.0,70.6,12140.0,41.0
2017-02-13 19:00:00,2.8,0.0209424198833568,0.9997806834748456,0.8,76.7,9840.0,32.0
2017-02-13 20:00:00,0.0,-0.8686315144381913,0.4954586684324073,0.2,83.1,3820.0,40.0
2017-02-13 21:00:00,-1.8,-0.9106836608061768,0.413104429824542,0.9,87.3,2720.0,58.0
2017-02-13 22:00:00,-2.8,0.3469356515732561,-0.9378889346118976,0.4,88.2,2220.0,64.0
2017-02-13 23:00:00,-3.6,-0.78369345732584,-0.6211477802783102,0.3,88.7,2630.0,51.0
2017-02-14 00:00:00,-3.6,0.9211854055657211,-0.3891239501402059,0.7,88.9,1110.0,55.0
2017-02-14 01:00:00,-4.5,-0.9735789028731604,0.2283508701106557,0.3,88.7,4990.0,57.0
2017-02-14 02:00:00,-4.9,0.4802234974431887,-0.8771461637055887,1.9,85.3,7240.0,54.0
2017-02-14 03:00:00,-5.8,-1.8369701987210294e-16,-1.0,0.0,84.3,8150.0,57.0
2017-02-14 04:00:00,-5.7,-0.1201368388346471,0.9927573419294454,0.8,84.7,9160.0,54.0
2017-02-14 05:00:00,-6.8,-0.8544588301328072,0.5195191118795096,0.2,84.9,10610.0,56.0
2017-02-14 06:00:00,-7.3,-0.9929655081065368,-0.1184039683065009,1.0,85.1,7530.0,57.0
2017-02-14 07:00:00,-7.7,-0.9982398279237652,0.0593063735759616,0.7,84.8,7140.0,76.0
2017-02-14 08:00:00,-6.3,-0.9868557164068072,0.1616038211033613,0.8,84.4,8310.0,103.0
2017-02-14 09:00:00,-2.7,-1.8369701987210294e-16,-1.0,0.0,77.0,9080.0,96.0
2017-02-14 10:00:00,0.6,0.9557930147983302,0.2940403252323039,0.5,46.1,13970.0,88.0
2017-02-14 11:00:00,3.5,0.7431448254773944,-0.6691306063588582,2.9,32.3,18530.0,53.0
2017-02-14 12:00:00,4.2,0.0209424198833568,-0.9997806834748456,1.2,24.1,21990.0,38.0
2017-02-14 13:00:00,4.6,0.9822872507286886,-0.1873813145857248,1.7,23.0,18980.0,49.0
2017-02-14 14:00:00,4.5,0.965472630879225,-0.2605045086426488,5.8,27.5,25740.0,46.0
2017-02-14 15:00:00,5.3,0.9897762309077888,-0.1426289337055114,3.9,29.1,23780.0,40.0
2017-02-14 16:00:00,4.1,0.9999939076577904,0.0034906514152235,5.3,32.7,22780.0,46.0
2017-02-14 17:00:00,3.4,0.9092361090470684,-0.4162807922604015,4.5,33.8,22730.0,51.0
2017-02-14 18:00:00,2.0,0.95579301479833,-0.2940403252323044,3.1,36.2,24930.0,45.0
2017-02-14 19:00:00,0.9,0.7901550123756903,-0.6129070536529766,2.0,45.3,22300.0,38.0
2017-02-14 20:00:00,0.1,0.9265286308718372,0.3762242631393656,0.8,51.2,20310.0,40.0
2017-02-14 21:00:00,-3.3,-0.8633955506067715,-0.5045276238150195,0.3,65.6,16660.0,32.0
2017-02-14 22:00:00,-4.0,-0.994702817117174,0.1027925367872467,0.1,75.5,14040.0,36.0
2017-02-14 23:00:00,-4.9,-1.8369701987210294e-16,-1.0,0.0,82.0,12460.0,61.0
2017-02-15 00:00:00,-5.4,-0.9711342799096364,-0.2385334575785809,0.7,82.8,9540.0,74.0
2017-02-15 01:00:00,-5.6,-0.894154236839368,0.4477590878387698,0.5,83.3,9130.0,74.0
2017-02-15 02:00:00,-5.9,-0.6934018282758131,-0.7205511116803305,0.2,84.3,6730.0,79.0
2017-02-15 03:00:00,-6.0,-1.8369701987210294e-16,-1.0,0.1,85.5,6360.0,67.0
2017-02-15 04:00:00,-7.5,-0.2300497371881044,-0.9731788727770884,0.3,84.9,5900.0,70.0
2017-02-15 05:00:00,-6.7,-0.979222810621766,-0.2027872953565121,0.8,85.5,7250.0,64.0
2017-02-15 06:00:00,-7.3,0.1976573403791258,-0.980271174621722,0.4,85.2,6740.0,71.0
2017-02-15 07:00:00,-7.0,-0.9135454576426008,-0.4067366430758002,0.9,85.7,6930.0,68.0
2017-02-15 08:00:00,-5.9,-0.932953534825489,-0.3599968081200513,0.7,85.6,7250.0,53.0
2017-02-15 09:00:00,-2.5,0.4909037536151405,-0.8712138111201895,0.3,82.0,6480.0,64.0
2017-02-15 10:00:00,1.8,-0.4909037536151407,0.8712138111201895,1.3,60.2,12940.0,71.0
2017-02-15 11:00:00,4.2,0.0767190281268188,0.9970527522269202,1.8,53.2,17850.0,59.0
2017-02-15 12:00:00,4.7,0.285688367404974,-0.9583225744651332,0.8,45.1,12690.0,59.0
2017-02-15 13:00:00,6.4,0.6870875108044231,0.7265746709709759,2.3,35.7,18710.0,49.0
2017-02-15 14:00:00,6.8,0.9999619230641712,-0.0087265354983739,2.0,33.4,18220.0,46.0
2017-02-15 15:00:00,7.6,0.9163627295622396,0.4003490325568948,2.1,29.9,19840.0,45.0
2017-02-15 16:00:00,7.6,0.984195607969242,0.1770847403195831,2.7,28.6,15260.0,53.0
2017-02-15 17:00:00,6.7,0.6832737736807996,-0.7301622766207522,1.9,41.2,17350.0,54.0
2017-02-15 18:00:00,4.5,0.9755345439458568,-0.2198462043528373,1.9,51.8,16480.0,54.0
2017-02-15 19:00:00,0.8,0.974761194191222,-0.223250116010951,0.5,63.1,13200.0,49.0
2017-02-15 20:00:00,-0.6,-0.8038568606172174,0.5948227867513411,0.5,76.9,7670.0,52.0
2017-02-15 21:00:00,-1.4,-0.9547607995027976,0.2973748740777864,0.8,81.1,10650.0,72.0
2017-02-15 22:00:00,-2.2,-0.8779829754279805,-0.4786918579406066,1.1,81.9,6500.0,101.0
2017-02-15 23:00:00,-2.7,-0.839619864534413,0.5431744499506709,0.4,82.7,4810.0,100.0
2017-02-16 00:00:00,-3.5,-0.8309844692743283,-0.5562956155003047,0.5,84.0,3190.0,105.0
