,ta,U,V,ws,hm,vs,pm
2018-05-16 14:00:00,22.6,0.9715491199976464,0.2368381460656185,3.3,88.0,13000.0,16.0
2018-05-16 15:00:00,22.1,0.9715491199976464,0.2368381460656185,1.7,89.5,3440.0,30.0
2018-05-16 16:00:00,22.1,0.8712138111201894,0.4909037536151408,0.6,89.9,490.0,36.0
2018-05-16 17:00:00,22.2,0.9743700647852354,0.224951054343865,5.1,90.3,5260.0,16.0
2018-05-16 18:00:00,22.0,0.9310558158625282,0.3648767843376198,2.6,90.5,3610.0,11.0
2018-05-16 19:00:00,22.0,0.9862856015372312,0.1650476058606776,5.0,90.7,5490.0,14.0
2018-05-16 20:00:00,21.7,0.9366721892483976,0.3502073812594675,3.4,90.8,3250.0,15.0
2018-05-16 21:00:00,22.2,0.9762960071199336,0.2164396139381029,3.9,90.9,4790.0,19.0
2018-05-16 22:00:00,22.6,0.8181497174250236,0.5750052520432783,3.4,90.4,6710.0,22.0
2018-05-16 23:00:00,22.5,0.998629534754574,0.0523359562429438,2.6,89.7,6750.0,14.0
2018-05-17 00:00:00,22.0,0.9999451693655124,-0.0104717841162461,2.3,90.6,2200.0,26.0
2018-05-17 01:00:00,22.1,0.996778878456247,-0.0801989243288593,2.4,90.9,4870.0,29.0
2018-05-17 02:00:00,22.4,0.9914448613738102,0.1305261922200515,2.5,90.4,7500.0,29.0
2018-05-17 03:00:00,23.1,0.9759167619387474,-0.2181432413965429,7.2,89.0,34240.0,15.52984531629246
2018-05-17 04:00:00,18.9,0.7071067811865477,-0.7071067811865476,1.0,90.7,39650.0,16.00094947319196
2018-05-17 05:00:00,18.8,-0.7372773368101242,-0.6755902076156601,1.2,90.8,190.0,6.0
2018-05-17 06:00:00,19.0,-0.9998766324816608,-0.0157073173118209,1.5,91.1,30.0,8.0
2018-05-17 07:00:00,19.2,0.4756242090702748,-0.8796485728666166,1.3,91.3,180.0,12.0
2018-05-17 08:00:00,20.5,0.9715491199976464,-0.2368381460656185,4.1,91.4,5410.0,10.0
2018-05-17 09:00:00,20.2,-0.8886172326549486,0.4586495544843151,2.8,91.3,940.0,17.0
2018-05-17 10:00:00,21.3,-0.2856883674049735,0.9583225744651334,3.7,91.0,1230.0,20.0
2018-05-17 11:00:00,22.2,-0.4601997847838515,0.8878153851364013,2.9,88.8,1060.0,12.0
2018-05-17 12:00:00,23.9,-0.0383878090875197,0.9992629164106211,3.4,83.8,1090.0,15.0
2018-05-17 13:00:00,24.8,0.7716245833877201,0.6360782202777638,0.9,79.9,1290.0,24.0
2018-05-17 14:00:00,24.4,0.997440782930944,-0.0714974443326863,0.8,81.2,1350.0,34.0
2018-05-17 15:00:00,22.8,0.8329212407100995,0.5533915492433439,0.5,89.4,2930.0,38.0
2018-05-17 16:00:00,23.4,0.7793379649314742,0.6266038113644605,3.8,86.5,2380.0,34.0
2018-05-17 17:00:00,22.5,0.8660254037844386,0.4999999999999999,1.9,89.4,6350.0,29.0
2018-05-17 18:00:00,22.6,0.7975839288252287,0.6032079877452823,0.7,89.5,6990.0,20.635480583477783
2018-05-17 19:00:00,21.9,0.7793379649314742,-0.6266038113644605,2.9,90.4,1810.0,4.0
2018-05-17 20:00:00,19.9,0.9631625667976582,-0.2689198206152661,5.9,90.8,2890.0,2.0
2018-05-17 21:00:00,19.0,0.996917333733128,-0.0784590957278449,1.8,90.9,1050.0,4.0
2018-05-17 22:00:00,18.8,0.2419218955996677,0.9702957262759968,0.3,91.2,3080.0,16.600413646106116
2018-05-17 23:00:00,18.3,0.8729220772698096,-0.4878596591387324,2.1,91.3,5840.0,15.789218075401164
2018-05-18 00:00:00,17.9,0.987136265072988,-0.1598811876918346,3.3,91.4,8460.0,16.44915704527558
2018-05-18 01:00:00,17.7,0.9989705697907147,-0.0453629881292541,1.4,91.4,3650.0,13.0
2018-05-18 02:00:00,17.8,0.9921147013144777,-0.125333233564304,2.3,91.5,3450.0,17.0
2018-05-18 03:00:00,16.6,0.9018325264051136,0.4320857488019822,2.3,91.4,4240.0,12.0
2018-05-18 04:00:00,16.3,0.997314477224458,0.0732381971276315,2.4,91.3,1630.0,11.0
2018-05-18 05:00:00,16.2,0.9698720152847468,-0.2436150117860229,1.6,91.4,3250.0,10.0
2018-05-18 06:00:00,16.3,0.7217602280983622,0.6921431738704069,0.6,91.4,3100.0,9.0
2018-05-18 07:00:00,15.6,0.9912155402515416,-0.1322563902571228,2.9,91.4,6350.0,12.0
2018-05-18 08:00:00,15.9,0.9929655081065368,0.1184039683065011,1.2,91.3,13700.0,13.0
2018-05-18 09:00:00,16.6,-0.7313537016191705,0.6819983600624986,1.0,90.9,10800.0,12.0
2018-05-18 10:00:00,17.3,-0.5030199466302345,0.8642748019537049,0.6,89.2,10380.0,36.0
2018-05-18 11:00:00,17.3,-0.8853936257544158,0.4648420457246194,0.2,89.3,3800.0,13.950480719344505
2018-05-18 12:00:00,17.5,0.7782431485260214,-0.6279630576493376,0.7,90.3,3440.0,13.725723193550223
2018-05-18 13:00:00,17.6,-0.7637960286346425,-0.6454576877239503,1.6,90.4,2780.0,30.0
2018-05-18 14:00:00,17.6,-0.2706004459758636,-0.9626917464264788,2.3,89.5,7460.0,16.0
2018-05-18 15:00:00,17.9,-0.7384553406258839,-0.6743023875837234,1.1,87.2,8390.0,17.70212000096648
2018-05-18 16:00:00,18.5,-0.6306758074312865,-0.7760464070665459,2.6,81.2,21750.0,16.342854889644478
2018-05-18 17:00:00,18.6,-0.9460853588275452,-0.3239174181981497,3.2,79.8,25270.0,21.0
2018-05-18 18:00:00,18.1,-0.5707135676844322,-0.8211492091337038,1.2,80.2,26460.0,20.0
2018-05-18 19:00:00,18.5,-0.959805291975187,-0.2806667089207877,2.4,77.5,44910.0,14.0
2018-05-18 20:00:00,17.8,-0.9999939076577904,-0.0034906514152233,2.9,76.4,50000.0,13.0
2018-05-18 21:00:00,17.0,-0.994880708828788,0.1010562971829464,3.0,73.0,50000.0,15.0
2018-05-18 22:00:00,16.2,-0.9961946980917454,0.0871557427476582,4.2,69.6,50000.0,8.0
2018-05-18 23:00:00,14.8,-0.9607791541575944,0.2773146533023777,4.9,66.0,50000.0,10.0
2018-05-19 00:00:00,13.4,-0.9711342799096364,-0.2385334575785809,3.8,62.2,50000.0,3.0
2018-05-19 01:00:00,13.3,-0.9989705697907147,-0.0453629881292535,3.7,63.3,50000.0,7.0
2018-05-19 02:00:00,12.9,-0.98540789848349,-0.1702094991660329,3.4,66.0,50000.0,6.0
2018-05-19 03:00:00,12.9,-0.9845031799744366,-0.1753667260919871,4.2,63.8,50000.0,5.0
2018-05-19 04:00:00,12.4,-0.9975640502598242,-0.0697564737441252,4.0,66.5,50000.0,5.0
2018-05-19 05:00:00,12.1,-0.9999025240093043,-0.0139621803391456,2.2,67.4,50000.0,5.0
2018-05-19 06:00:00,12.4,-0.9785089851017784,0.2062041853966297,3.4,67.9,50000.0,7.0
2018-05-19 07:00:00,13.9,-0.992546151641322,-0.1218693434051473,2.5,63.3,50000.0,6.0
2018-05-19 08:00:00,15.3,-0.7558534691676395,0.6547408137173397,3.4,57.7,48670.0,12.0
2018-05-19 09:00:00,16.8,-0.8933713883278375,0.4493189986158966,2.9,57.0,48770.0,11.0
2018-05-19 10:00:00,18.2,-0.9128341772330428,0.408330460381385,4.9,53.0,50000.0,15.0
2018-05-19 11:00:00,19.9,-0.8059282822485158,0.5920131787992196,3.7,49.2,45640.0,26.0
2018-05-19 12:00:00,21.2,-0.8746197071393956,0.4848096202463371,3.8,47.3,42090.0,15.0
2018-05-19 13:00:00,22.0,-0.8424523970071477,0.5387707850068628,5.1,45.0,43460.0,17.0
2018-05-19 14:00:00,22.7,-0.9997014897811832,-0.0244321781526532,4.6,40.7,47210.0,27.0
2018-05-19 15:00:00,23.8,-0.8038568606172174,0.5948227867513411,4.5,38.2,50000.0,16.0
2018-05-19 16:00:00,24.4,-0.7626683296956882,0.6467897795104597,3.0,35.7,50000.0,19.0
2018-05-19 17:00:00,24.2,-0.5692795234308438,0.8221440410307378,4.6,34.9,47300.0,20.0
2018-05-19 18:00:00,24.0,-0.6293203910498372,0.7771459614569711,4.9,34.7,43360.0,20.0
2018-05-19 19:00:00,23.1,-0.7477980904985321,0.6639262126522414,3.5,34.4,45180.0,26.0
2018-05-19 20:00:00,21.6,-0.6768759696826606,0.7360970871197345,2.7,38.6,47110.0,25.0
2018-05-19 21:00:00,19.3,-0.7253743710122877,0.6883545756937539,1.6,50.7,43760.0,25.0
2018-05-19 22:00:00,18.2,-0.3955455025629651,0.9184463813430872,1.8,55.9,27960.0,35.0
2018-05-19 23:00:00,15.8,-0.9945218953682732,-0.1045284632676535,0.9,65.1,31290.0,25.0
2018-05-20 00:00:00,15.5,-0.9598052919751868,0.280666708920788,1.5,74.1,14050.0,19.0
2018-05-20 01:00:00,13.5,-0.9466492601156964,0.3222656952305112,1.5,82.2,9710.0,17.0
2018-05-20 02:00:00,13.2,-0.8571673007021122,0.5150380749100543,1.3,75.8,25040.0,15.0
2018-05-20 03:00:00,10.8,-0.9989705697907147,0.0453629881292537,0.5,84.6,32570.0,16.0
2018-05-20 04:00:00,10.8,-0.996492859249504,-0.0836778433323154,1.3,82.0,50000.0,13.0
2018-05-20 05:00:00,11.0,-0.995055569961226,-0.0993197497436389,1.1,74.6,44580.0,12.0
2018-05-20 06:00:00,11.1,-0.4446351791849275,0.8957117602394127,1.1,76.8,29480.0,13.0
2018-05-20 07:00:00,14.4,-0.09063258019778,0.9958843986159702,0.9,53.3,26600.0,10.0
2018-05-20 08:00:00,15.6,-0.9955619646030798,-0.0941083133185145,3.2,45.2,45250.0,15.0
2018-05-20 09:00:00,17.0,-0.9731788727770884,-0.2300497371881045,3.1,36.3,50000.0,12.0
2018-05-20 10:00:00,18.0,-0.9997014897811832,0.024432178152653,2.5,36.3,50000.0,14.0
2018-05-20 11:00:00,19.2,-0.9812926639922452,-0.1925219665259072,2.7,32.4,50000.0,11.0
2018-05-20 12:00:00,19.8,-0.9650164944723116,0.2621891786408648,4.4,31.3,50000.0,16.0
2018-05-20 13:00:00,20.0,-0.9967788784562472,-0.0801989243288587,3.6,33.6,45860.0,15.0
2018-05-20 14:00:00,20.4,-0.9819587126964436,0.1890954429898916,4.6,32.4,49670.0,14.0
2018-05-20 15:00:00,21.7,-0.9809551553491916,0.1942343512199719,4.5,32.1,40300.0,20.0
2018-05-20 16:00:00,22.1,-0.9499720515246528,0.3123349185122324,4.1,28.4,46810.0,18.0
2018-05-20 17:00:00,23.3,-0.9694453498951392,0.2453073858788024,3.8,27.0,46290.0,21.0
2018-05-20 18:00:00,23.1,-0.9707164815781908,0.2402280424772638,4.5,23.0,41630.0,17.0
2018-05-20 19:00:00,22.0,-0.9297764858882516,0.3681245526846777,4.2,23.9,50000.0,19.0
2018-05-20 20:00:00,19.8,-0.9085081775267216,0.4178670738010767,2.1,30.3,50000.0,24.0
2018-05-20 21:00:00,15.4,-0.9668233886044596,-0.2554457579357908,1.2,50.8,39400.0,16.0
2018-05-20 22:00:00,13.9,-0.6717205893229903,-0.7408045962867501,0.2,55.1,47690.0,21.0
2018-05-20 23:00:00,13.7,-0.9184463813430872,0.395545502562965,2.1,61.1,48600.0,17.0
2018-05-21 00:00:00,16.0,-0.9547607995027976,0.2973748740777864,2.6,39.1,50000.0,15.0
2018-05-21 01:00:00,15.2,-0.9640954042341102,0.2655561174868091,3.1,40.3,50000.0,9.0
2018-05-21 02:00:00,12.8,-0.9396926207859084,0.3420201433256689,1.8,50.2,50000.0,14.0
2018-05-21 03:00:00,10.3,-0.8251134982782952,0.5649670034249379,1.6,65.1,50000.0,9.0
2018-05-21 04:00:00,9.2,-0.7512641335035112,0.6600016679609368,1.1,70.7,50000.0,11.0
2018-05-21 05:00:00,7.7,-0.9631625667976584,0.2689198206152658,0.6,83.9,47300.0,15.0
2018-05-21 06:00:00,8.9,-1.8369701987210294e-16,-1.0,0.0,79.5,50000.0,17.0
2018-05-21 07:00:00,13.1,-0.9874138067509114,0.1581580672544835,0.9,59.2,36070.0,12.0
2018-05-21 08:00:00,16.6,-0.941470544812038,0.3370952584230821,2.0,35.3,50000.0,18.0
2018-05-21 09:00:00,18.2,-0.226651307436855,0.9739759672790518,3.3,32.9,46610.0,19.0
2018-05-21 10:00:00,19.5,-0.1045284632676535,0.9945218953682732,6.3,31.1,41210.0,27.0
2018-05-21 11:00:00,20.2,-0.4508775406894308,0.8925858184521254,3.7,38.1,40850.0,26.0
2018-05-21 12:00:00,21.1,-0.0366437087065561,0.9993283937786565,3.1,43.1,32850.0,25.0
2018-05-21 13:00:00,22.1,-0.369746757273829,0.9291325715340564,1.9,42.9,24690.0,27.0
2018-05-21 14:00:00,23.1,0.1339861854182919,0.9909831997148362,2.1,39.2,31940.0,37.574306807108414
2018-05-21 15:00:00,22.7,-0.55774510897969,0.8300122850953675,2.9,44.4,28060.0,38.0
2018-05-21 16:00:00,22.2,0.4003490325568949,0.9163627295622396,3.6,43.5,29080.0,41.0
2018-05-21 17:00:00,21.6,0.8754645270000179,-0.4832823832550019,2.6,46.7,20550.0,30.0
2018-05-21 18:00:00,20.7,0.7682835235935234,-0.6401096994849556,2.4,47.1,24950.0,31.0
2018-05-21 19:00:00,19.2,0.8788171126619652,-0.4771587602596084,1.5,53.7,28780.0,37.0
2018-05-21 20:00:00,17.1,-1.8369701987210294e-16,-1.0,0.1,60.1,22970.0,29.0
2018-05-21 21:00:00,15.5,-0.3073566177998073,-0.9515944038794382,0.8,68.1,15080.0,44.0
2018-05-21 22:00:00,14.3,-0.737277336810124,0.6755902076156604,0.7,82.3,13780.0,64.0
2018-05-21 23:00:00,13.2,-0.0575640269595674,-0.9983418166140284,0.2,87.3,10570.0,65.0
2018-05-22 00:00:00,12.9,0.8598522715968735,-0.5105429179116054,0.7,88.0,9860.0,60.0
2018-05-22 01:00:00,14.2,0.4035452963523902,0.9149596678498246,0.4,86.8,10760.0,66.0
2018-05-22 02:00:00,14.0,0.5358267949789968,0.844327925502015,0.9,88.4,12250.0,55.0
2018-05-22 03:00:00,14.5,0.3420201433256689,-0.9396926207859084,0.1,87.2,10510.0,43.0
2018-05-22 04:00:00,14.1,-0.9980267284282716,-0.0627905195293133,0.5,88.3,8490.0,40.0
2018-05-22 05:00:00,14.0,-0.9077774785329084,0.4194520824461774,0.5,88.7,7930.0,36.0
2018-05-22 06:00:00,14.0,-0.8367643134589616,0.5475632234925502,0.6,90.4,9130.0,32.0
2018-05-22 07:00:00,16.5,-0.9238795325112866,0.3826834323650899,0.7,81.9,13750.0,31.0
2018-05-22 08:00:00,18.8,-0.9943379441332044,0.1062640713362333,1.5,69.7,16280.0,25.0
2018-05-22 09:00:00,20.4,-0.3632512304729785,0.9316912275855488,2.2,60.8,23240.0,27.0
2018-05-22 10:00:00,21.4,-0.0871557427476582,0.9961946980917455,2.2,57.5,23660.0,37.0
2018-05-22 11:00:00,22.4,0.3665012267242973,0.9304175679820244,2.4,54.3,15520.0,39.0
2018-05-22 12:00:00,23.4,-0.9963452961909064,-0.0854169231373673,2.2,51.5,17690.0,54.0
2018-05-22 13:00:00,23.3,0.8949343616020249,-0.4461978131098087,1.8,50.3,14710.0,58.0
2018-05-22 14:00:00,21.7,0.9573194975320674,-0.2890317969444718,3.5,56.8,12860.0,63.0
2018-05-22 15:00:00,20.2,0.7954734808548959,-0.6059884002657111,1.9,62.9,8640.0,62.0
2018-05-22 16:00:00,18.3,0.4909037536151405,-0.8712138111201895,1.0,79.8,6220.0,61.0
2018-05-22 17:00:00,17.8,0.9211854055657211,-0.3891239501402059,0.6,83.2,3100.0,48.0
2018-05-22 18:00:00,17.0,-1.8369701987210294e-16,-1.0,0.0,84.1,2750.0,26.38822530131958
2018-05-22 19:00:00,17.3,-0.6704266189587991,0.7419758409756165,1.0,88.2,2250.0,19.877823465389007
2018-05-22 20:00:00,17.0,-0.414693242656239,0.9099612708765432,1.6,86.5,6540.0,44.0
2018-05-22 21:00:00,16.6,-1.8369701987210294e-16,-1.0,0.0,86.7,3900.0,60.0
2018-05-22 22:00:00,16.4,0.7058715706786812,0.7083398377245288,1.1,89.2,2920.0,67.0
2018-05-22 23:00:00,16.0,0.7058715706786812,0.7083398377245288,0.3,90.1,1090.0,55.0
2018-05-23 00:00:00,16.0,0.2027872953565123,-0.979222810621766,1.2,90.7,980.0,45.0
2018-05-23 01:00:00,16.0,0.3173046564050921,-0.9483236552061994,1.5,91.0,1240.0,34.0
2018-05-23 02:00:00,15.3,0.0383878090875198,-0.9992629164106214,1.4,91.0,1780.0,10.40830935130601
2018-05-23 03:00:00,15.2,-0.8048937973559144,-0.5934188866037012,0.4,91.0,3600.0,5.859596335274114
2018-05-23 04:00:00,15.3,-0.2249510543438653,-0.9743700647852352,1.2,90.9,35490.0,12.0
2018-05-23 05:00:00,15.2,-0.0471064507096425,-0.9988898749619702,3.5,85.9,50000.0,6.405944538314832
2018-05-23 06:00:00,14.2,-0.328866646738583,-0.9443763702374812,0.8,84.4,50000.0,7.0
2018-05-23 07:00:00,15.6,-0.3090169943749476,-0.9510565162951536,1.5,75.2,36760.0,17.0
2018-05-23 08:00:00,16.8,-0.1529858362840384,-0.9882283814465528,1.3,69.3,37150.0,25.0
2018-05-23 09:00:00,17.7,-0.6520984038303917,-0.7581343361976527,1.8,59.2,39710.0,23.0
2018-05-23 10:00:00,18.8,0.9876883405951375,-0.1564344650402308,0.7,49.7,37660.0,45.0
2018-05-23 11:00:00,20.3,0.0680152906652477,-0.9976842788356054,2.9,42.0,31240.0,46.0
2018-05-23 12:00:00,21.7,0.4051415867798622,-0.9142539552342638,3.8,41.7,29310.0,36.0
2018-05-23 13:00:00,21.5,0.4786918579406072,-0.8779829754279803,4.9,37.3,28360.0,33.0
2018-05-23 14:00:00,20.4,0.9770455744352636,-0.2130303862749767,5.8,51.7,33910.0,32.0
2018-05-23 15:00:00,20.7,0.9033352928633008,-0.4289351334031455,4.2,51.1,31030.0,37.0
2018-05-23 16:00:00,20.3,0.8377187166204386,-0.5461019610144292,5.0,49.7,28420.0,51.0
2018-05-23 17:00:00,19.4,0.9998157121216444,-0.01919744239969,5.0,53.7,31350.0,53.0
2018-05-23 18:00:00,18.0,0.8161375900801602,-0.5778576243835054,4.3,54.1,28230.0,69.0
2018-05-23 19:00:00,16.3,0.9812926639922452,-0.1925219665259078,5.7,47.4,24750.0,64.0
2018-05-23 20:00:00,15.1,0.7760464070665459,-0.6306758074312865,2.0,57.7,28210.0,61.0
2018-05-23 21:00:00,13.8,0.6018150231520483,0.7986355100472929,1.0,64.1,24670.0,87.0
2018-05-23 22:00:00,13.4,0.7996846584870906,0.600420225325884,1.0,74.6,18970.0,109.0
2018-05-23 23:00:00,12.5,0.6870875108044231,0.7265746709709759,2.1,79.1,14490.0,111.0
2018-05-24 00:00:00,11.9,-1.8369701987210294e-16,-1.0,0.0,78.2,16140.0,107.0
2018-05-24 01:00:00,11.4,-0.2773146533023776,0.9607791541575944,0.7,84.7,14430.0,96.0
2018-05-24 02:00:00,9.9,-1.8369701987210294e-16,-1.0,0.0,88.5,11070.0,89.0
2018-05-24 03:00:00,9.7,-0.6018150231520483,0.7986355100472928,0.7,89.6,9960.0,95.0
2018-05-24 04:00:00,9.6,-0.9048270524660196,0.4257792915650725,1.0,89.9,8970.0,96.0
2018-05-24 05:00:00,9.3,-0.2436150117860225,-0.969872015284747,0.3,89.4,8090.0,91.0
2018-05-24 06:00:00,9.8,0.095845752520224,-0.9953961983671786,1.1,90.0,8980.0,93.0
2018-05-24 07:00:00,15.0,-0.9995065603657316,0.0314107590781286,0.3,62.6,17340.0,89.0
2018-05-24 08:00:00,17.0,0.4954586684324073,0.8686315144381913,2.8,39.5,20470.0,94.0
2018-05-24 09:00:00,19.1,0.8862035792312146,0.4632960351198616,1.9,37.1,20070.0,106.0
2018-05-24 10:00:00,21.6,0.9923319378854886,0.1236014767404931,3.9,32.1,22100.0,110.0
2018-05-24 11:00:00,22.2,0.9781476007338056,0.2079116908177593,4.2,33.5,21360.0,121.0
2018-05-24 12:00:00,22.7,0.99780146829205,-0.0662739004000003,4.3,35.3,21430.0,121.0
2018-05-24 13:00:00,23.2,0.9588197348681932,-0.2840153447039226,5.0,36.2,21860.0,116.0
2018-05-24 14:00:00,22.5,0.9626917464264788,-0.2706004459758635,7.3,35.4,21830.0,127.0
2018-05-24 15:00:00,23.4,0.998440764181981,-0.0558215049931636,4.7,35.7,21960.0,120.0
2018-05-24 16:00:00,22.9,0.9271838545667872,-0.374606593415912,5.5,37.8,20460.0,118.0
2018-05-24 17:00:00,22.6,0.9329535348254888,-0.3599968081200516,4.3,40.5,20360.0,122.0
2018-05-24 18:00:00,22.2,0.9755345439458568,-0.2198462043528373,4.5,41.1,19550.0,125.0
2018-05-24 19:00:00,19.9,0.6996633405133652,-0.7144726796328037,1.2,52.6,16340.0,122.0
2018-05-24 20:00:00,17.9,0.6908824110768582,-0.7229671459095685,0.9,61.4,15710.0,118.0
2018-05-24 21:00:00,18.2,0.9999025240093043,-0.0139621803391454,1.2,58.9,10200.0,118.0
2018-05-24 22:00:00,17.2,0.9372819894918916,0.3485720473218153,0.3,61.5,13440.0,116.0
2018-05-24 23:00:00,17.0,0.8251134982782952,0.5649670034249379,1.1,61.1,11130.0,130.0
2018-05-25 00:00:00,16.1,-0.6184083953575539,0.7858568931754022,1.6,65.8,10740.0,132.0
2018-05-25 01:00:00,14.6,-0.9426414910921784,0.3338068592337712,0.8,76.2,9530.0,132.0
2018-05-25 02:00:00,13.0,-0.968147640378108,-0.2503800040544415,0.1,83.3,6790.0,141.0
2018-05-25 03:00:00,12.0,0.2368381460656185,-0.9715491199976464,0.5,88.4,4180.0,132.0
2018-05-25 04:00:00,11.6,-1.8369701987210294e-16,-1.0,0.0,89.4,2270.0,145.0
2018-05-25 05:00:00,10.7,0.0732381971276314,-0.9973144772244582,0.6,89.8,1330.0,135.0
2018-05-25 06:00:00,11.6,-0.9070440142914648,0.4210358133674912,0.8,90.3,3750.0,118.0
2018-05-25 07:00:00,15.1,-0.9668233886044596,0.2554457579357906,0.6,77.5,8880.0,108.0
2018-05-25 08:00:00,19.3,0.6639262126522419,-0.7477980904985317,0.3,53.0,14370.0,119.0
2018-05-25 09:00:00,21.4,0.6971651028545645,0.716910607650483,1.1,34.1,17930.0,113.0
2018-05-25 10:00:00,23.0,-0.6156614753256582,0.7880107536067221,0.5,28.6,22420.0,102.0
2018-05-25 11:00:00,24.3,0.7890840848346911,-0.6142852000989428,2.6,24.7,24330.0,82.0
2018-05-25 12:00:00,24.1,0.9552783621223438,-0.2957080500440465,2.8,22.7,27020.0,85.0
2018-05-25 13:00:00,24.6,0.9727758782093968,-0.2317479034941569,5.4,27.9,24680.0,99.0
2018-05-25 14:00:00,24.3,0.9762960071199336,-0.2164396139381029,4.4,28.1,24990.0,99.0
2018-05-25 15:00:00,23.8,0.8779829754279802,-0.4786918579406071,3.2,28.9,22850.0,93.0
2018-05-25 16:00:00,23.0,0.998440764181981,-0.0558215049931636,4.6,28.0,25390.0,91.0
2018-05-25 17:00:00,22.6,0.993170649538486,-0.1166707370993329,2.6,30.8,25450.0,93.0
2018-05-25 18:00:00,21.8,0.8788171126619652,-0.4771587602596084,2.2,34.5,21500.0,94.0
2018-05-25 19:00:00,20.6,0.984807753012208,-0.1736481776669303,1.8,38.9,20710.0,92.0
2018-05-25 20:00:00,18.4,0.925209718385782,-0.3794561595290053,0.5,51.7,20430.0,90.0
2018-05-25 21:00:00,16.5,0.6073758397232863,-0.7944146205354184,0.8,60.9,16760.0,92.0
2018-05-25 22:00:00,15.2,-1.8369701987210294e-16,-1.0,0.0,72.4,13070.0,102.0
2018-05-25 23:00:00,14.3,-0.9366721892483976,0.3502073812594675,0.7,80.4,14270.0,106.0
2018-05-26 00:00:00,13.2,-1.8369701987210294e-16,-1.0,0.0,86.8,11330.0,103.0
2018-05-26 01:00:00,12.4,-0.9832549075639546,0.1822355254921477,0.2,88.6,6680.0,103.0
2018-05-26 02:00:00,11.8,-1.8369701987210294e-16,-1.0,0.0,89.6,4780.0,105.0
2018-05-26 03:00:00,11.7,-1.8369701987210294e-16,-1.0,0.0,90.1,6210.0,96.0
2018-05-26 04:00:00,11.8,-0.9360595357389732,0.3518416484047018,0.8,90.5,5570.0,88.0
2018-05-26 05:00:00,11.2,-0.9762960071199336,0.2164396139381027,0.6,90.6,3990.0,92.0
2018-05-26 06:00:00,11.5,-0.9631625667976584,-0.2689198206152656,0.5,90.7,3290.0,101.0
2018-05-26 07:00:00,15.8,-1.8369701987210294e-16,-1.0,0.0,79.6,7950.0,94.0
2018-05-26 08:00:00,18.9,-0.7289686274214117,0.6845471059286886,0.3,61.9,8670.0,97.0
2018-05-26 09:00:00,21.0,-0.9887563810470058,-0.1495353434437094,1.0,53.3,9750.0,122.0
2018-05-26 10:00:00,24.1,0.2655561174868084,-0.9640954042341104,1.4,46.1,7720.0,143.0
2018-05-26 11:00:00,24.8,-0.2436150117860225,-0.969872015284747,1.7,40.1,11600.0,123.0
2018-05-26 12:00:00,26.2,-0.7760464070665462,0.630675807431286,1.7,37.8,12230.0,105.0
2018-05-26 13:00:00,27.5,0.8580649057236446,-0.5135412520581697,3.0,36.4,11340.0,100.0
2018-05-26 14:00:00,26.5,0.9999025240093043,-0.0139621803391454,4.3,36.9,10200.0,94.0
2018-05-26 15:00:00,27.2,0.976672278334168,-0.2147353271670628,4.2,36.4,8440.0,105.0
2018-05-26 16:00:00,27.0,0.9874138067509112,-0.1581580672544839,5.1,36.3,10330.0,84.0
2018-05-26 17:00:00,25.1,0.999194395114446,-0.0401317925325599,5.2,38.9,15500.0,70.0
2018-05-26 18:00:00,23.5,0.938493022759556,-0.3452981989985345,3.2,42.8,20780.0,65.0
2018-05-26 19:00:00,22.2,0.9739759672790516,-0.2266513074368554,2.3,49.0,21660.0,69.0
2018-05-26 20:00:00,19.8,0.9961946980917454,0.0871557427476581,1.3,58.4,18480.0,78.0
2018-05-26 21:00:00,17.9,-0.9677091704819716,0.2520693582431135,1.0,76.8,13890.0,76.0
2018-05-26 22:00:00,16.6,-1.8369701987210294e-16,-1.0,0.0,80.6,10950.0,79.0
2018-05-26 23:00:00,17.1,0.997915618272179,0.0645323082529577,1.1,75.8,7250.0,79.0
2018-05-27 00:00:00,16.4,0.9048270524660196,-0.4257792915650724,1.2,76.3,8840.0,84.0
2018-05-27 01:00:00,16.9,0.9515944038794382,0.3073566177998072,1.4,72.6,12290.0,82.0
2018-05-27 02:00:00,15.9,-0.7869350219613374,0.6170358751407486,0.9,71.1,16420.0,74.0
2018-05-27 03:00:00,15.2,0.7793379649314742,0.6266038113644605,0.2,73.4,15960.0,77.0
2018-05-27 04:00:00,15.0,-0.8028174751911147,0.5962248749656156,1.3,78.4,10170.0,78.0
2018-05-27 05:00:00,15.1,0.918446381343087,-0.3955455025629651,0.5,72.8,8700.0,77.0
2018-05-27 06:00:00,15.1,0.9985366703262116,0.0540788129847756,1.1,78.1,7460.0,69.0
2018-05-27 07:00:00,16.6,0.3859060423243184,0.9225380894562464,1.7,71.7,7620.0,76.0
2018-05-27 08:00:00,18.3,-0.4939418665842309,-0.8694949295052189,0.3,59.5,14450.0,85.0
2018-05-27 09:00:00,19.6,0.4178670738010766,0.9085081775267216,0.6,49.1,17730.0,79.0
2018-05-27 10:00:00,21.0,0.99888987496197,0.0471064507096424,3.4,40.2,17050.0,70.0
2018-05-27 11:00:00,22.4,0.7604059656000312,0.6494480483301835,0.4,36.0,23100.0,61.0
2018-05-27 12:00:00,22.7,0.458649554484315,-0.8886172326549486,2.5,34.6,21700.0,60.0
