date,ta,U,V,wd,ws,hm,vs
2016-05-01 08:00:00,16.8,-0.29237170472273666,0.9563047559630357,163.0,2.4,34.6,22990.0
2016-05-01 09:00:00,18.3,0.036643708706556276,0.9993283937786565,182.1,1.7,30.6,25840.0
2016-05-01 10:00:00,19.7,0.3632512304729786,0.9316912275855488,201.3,3.8,26.6,26990.0
2016-05-01 11:00:00,21.7,0.661311865323652,0.7501110696304596,221.4,2.6,25.1,28740.0
2016-05-01 12:00:00,23.8,0.8329212407100995,0.5533915492433439,236.4,3.6,20.1,31770.0
2016-05-01 13:00:00,24.7,0.7289686274214118,0.6845471059286886,226.8,3.8,18.3,49810.0
2016-05-01 14:00:00,24.6,0.7933533402912353,0.6087614290087205,232.5,5.0,18.5,32590.0
2016-05-01 15:00:00,25.0,0.9366721892483976,0.3502073812594675,249.5,4.4,23.3,35480.0
2016-05-01 16:00:00,23.7,0.9999619230641713,0.008726535498373935,269.5,6.9,25.1,36570.0
2016-05-01 17:00:00,23.0,0.9854078984834901,0.17020949916603278,260.2,4.6,30.8,32040.0
2016-05-01 18:00:00,22.0,0.8424523970071476,0.5387707850068629,237.4,3.6,32.2,35060.0
2016-05-01 19:00:00,20.6,0.985109326154774,0.17192910027940916,260.1,3.2,32.7,32790.0
2016-05-01 20:00:00,19.2,0.7738402097265062,0.6333808726275503,230.7,1.9,45.4,22760.0
2016-05-01 21:00:00,18.2,0.7954734808548959,0.6059884002657111,232.7,1.9,53.5,18140.0
2016-05-01 22:00:00,17.0,0.6101451639012675,0.7922896433551908,217.6,0.9,61.8,19310.0
2016-05-01 23:00:00,16.1,0.34365969458561607,0.9390942520947091,200.1,1.7,72.9,21420.0
2016-05-02 00:00:00,18.7,0.1270646086013506,0.9918944425900296,187.3,2.0,62.1,20060.0
2016-05-02 01:00:00,17.0,-0.36162457008209214,0.9323238012155123,158.8,0.9,68.5,14750.0
2016-05-02 02:00:00,16.6,-0.6374239897486896,0.7705132427757894,140.4,1.8,72.3,14430.0
2016-05-02 03:00:00,15.9,0.9943379441332044,-0.10626407133623361,276.1,0.1,76.2,11790.0
2016-05-02 04:00:00,14.8,-0.9963452961909063,-0.08541692313736736,85.1,0.3,81.9,8690.0
2016-05-02 05:00:00,14.2,-0.46174861323503374,0.8870108331782217,152.5,0.8,84.3,7620.0
2016-05-02 06:00:00,15.5,-0.43993916985591514,0.8980275757606155,153.9,2.8,82.5,11700.0
2016-05-02 07:00:00,18.8,-0.40992303384157264,0.912120116172273,155.8,3.2,64.3,13450.0
2016-05-02 08:00:00,20.5,-0.17364817766693033,0.9848077530122081,170.0,3.6,56.1,16750.0
2016-05-02 09:00:00,22.2,-0.31399245596740527,0.9494254776419039,161.7,5.0,48.4,16730.0
2016-05-02 10:00:00,23.8,0.11667073709933305,0.9931706495384859,186.7,4.6,43.4,10950.0
2016-05-02 11:00:00,24.6,0.21473532716706337,0.976672278334168,192.4,3.1,42.1,17630.0
2016-05-02 12:00:00,26.7,0.28401534470392276,0.9588197348681932,196.5,3.3,35.0,20810.0
2016-05-02 13:00:00,27.6,-0.30735661779980716,0.9515944038794383,162.1,3.7,33.0,19460.0
2016-05-02 14:00:00,28.5,0.4893824517488464,0.8720692724321204,209.3,5.5,31.2,22420.0
2016-05-02 15:00:00,26.7,0.6665324702494526,0.7454759996828622,221.8,3.5,34.2,22810.0
2016-05-02 16:00:00,26.2,0.04013179253255996,0.9991943951144461,182.3,2.5,33.5,23270.0
2016-05-02 17:00:00,22.0,0.8161375900801602,0.5778576243835054,234.7,4.7,55.8,9000.0
2016-05-02 18:00:00,20.4,0.9990482215818579,-0.043619387365336,272.5,1.3,73.4,8180.0
2016-05-02 19:00:00,19.2,0.37298778257580895,0.9278362538989199,201.9,1.3,81.5,3040.0
2016-05-02 20:00:00,19.1,0.22835087011065572,0.9735789028731604,193.2,2.9,81.0,6630.0
2016-05-02 21:00:00,17.9,0.6600016679609368,0.7512641335035112,221.3,1.2,83.6,2620.0
2016-05-02 22:00:00,17.4,-0.5284383347223469,0.8489716876291417,148.1,3.3,87.0,3040.0
2016-05-02 23:00:00,17.9,-0.41786707380107657,0.9085081775267219,155.3,4.0,84.7,2950.0
2016-05-03 00:00:00,17.7,-0.3955455025629651,0.9184463813430871,156.7,5.1,85.3,3430.0
2016-05-03 01:00:00,18.3,-0.35999680812005114,0.9329535348254892,158.9,5.8,79.4,17470.0
2016-05-03 02:00:00,17.9,-0.4194520824461772,0.9077774785329086,155.2,5.1,83.3,8110.0
2016-05-03 03:00:00,17.9,-0.32061299058567616,0.947210277746029,161.3,5.8,84.4,9720.0
2016-05-03 04:00:00,18.2,-0.22325011601095154,0.9747611941912219,167.1,6.6,82.9,12540.0
2016-05-03 05:00:00,17.8,-0.30236989075044446,0.9531906677929473,162.4,5.7,85.1,3600.0
2016-05-03 06:00:00,17.9,-0.44463517918492756,0.8957117602394127,153.6,7.1,84.1,10590.0
2016-05-03 07:00:00,17.9,-0.4035452963523901,0.9149596678498247,156.2,6.9,84.5,6480.0
2016-05-03 08:00:00,18.0,-0.33709525842308197,0.9414705448120381,160.3,7.9,84.6,11530.0
2016-05-03 09:00:00,17.8,-0.15298583628403822,0.9882283814465529,171.2,7.3,86.0,3560.0
2016-05-03 10:00:00,17.3,0.8471219213821373,0.5313985795180827,237.9,4.8,86.2,11450.0
2016-05-03 11:00:00,13.4,0.9997806834748456,0.02094241988335676,268.8,10.8,84.6,4510.0
2016-05-03 12:00:00,12.5,0.8779829754279804,0.47869185794060665,241.4,4.1,86.7,7390.0
2016-05-03 13:00:00,11.6,0.9998766324816607,0.015707317311820276,269.1,7.8,84.3,5360.0
2016-05-03 14:00:00,10.7,0.941470544812038,-0.33709525842308197,289.7,8.1,84.6,3580.0
2016-05-03 15:00:00,11.1,0.9993283937786565,-0.03664370870655667,272.1,9.8,77.2,30100.0
2016-05-03 16:00:00,11.3,0.9832549075639546,-0.18223552549214747,280.5,9.2,74.1,33310.0
2016-05-03 17:00:00,11.4,0.9515944038794384,-0.3073566177998067,287.9,7.5,72.6,36450.0
2016-05-03 18:00:00,11.3,0.9785089851017785,-0.20620418539662927,281.9,11.2,68.0,37980.0
2016-05-03 19:00:00,11.0,0.9739759672790516,-0.22665130743685546,283.1,8.2,70.9,25210.0
2016-05-03 20:00:00,10.5,0.9876883405951377,-0.15643446504023087,279.0,10.5,75.3,22920.0
2016-05-03 21:00:00,10.6,0.9698720152847468,-0.24361501178602293,284.1,9.8,72.5,12360.0
2016-05-03 22:00:00,10.8,0.9980267284282717,-0.06279051952931376,273.6,11.9,73.1,16320.0
2016-05-03 23:00:00,11.4,0.9663760793213295,-0.25713279315469584,284.9,9.8,69.1,20060.0
2016-05-04 00:00:00,11.9,0.9659258262890684,-0.2588190451025208,285.0,8.2,66.6,21900.0
2016-05-04 01:00:00,12.0,0.9723699203976768,-0.23344536385590545,283.5,9.4,64.8,21530.0
2016-05-04 02:00:00,12.0,0.9659258262890684,-0.2588190451025208,285.0,9.2,64.2,20620.0
2016-05-04 03:00:00,12.4,0.9781476007338057,-0.20791169081775937,282.0,12.3,59.5,24750.0
2016-05-04 04:00:00,13.0,0.9291325715340562,-0.36974675727382916,291.7,8.4,55.3,26350.0
2016-05-04 05:00:00,13.6,0.9781476007338057,-0.20791169081775937,282.0,9.3,47.7,33580.0
2016-05-04 06:00:00,13.2,0.995724698184582,0.09237058744656178,264.7,5.7,52.2,28500.0
2016-05-04 07:00:00,13.8,0.944948912157531,0.32721789897910386,250.9,4.4,53.0,26730.0
2016-05-04 08:00:00,15.9,0.9607791541575942,-0.2773146533023782,286.1,9.3,42.8,30950.0
2016-05-04 09:00:00,16.9,0.9819587126964437,-0.18909544298989092,280.9,11.1,36.9,32520.0
2016-05-04 10:00:00,18.6,0.9727758782093967,-0.23174790349415697,283.4,8.1,30.7,32920.0
2016-05-04 11:00:00,19.4,0.7705132427757891,-0.63742398974869,309.6,6.7,27.6,41870.0
2016-05-04 12:00:00,19.8,0.8348478632634069,-0.5504807400849951,303.4,10.5,25.1,36980.0
2016-05-04 13:00:00,19.2,0.8171448983351287,-0.5764323161697931,305.2,7.7,32.2,38260.0
2016-05-04 14:00:00,18.9,0.8804773535091618,-0.4740882090471164,298.3,6.6,35.8,28660.0
2016-05-04 15:00:00,19.1,0.6984152854310062,-0.7156927337037358,315.7,5.2,33.2,28650.0
2016-05-04 16:00:00,18.6,0.8028174751911143,-0.596224874965616,306.6,5.6,33.3,32720.0
2016-05-04 17:00:00,17.8,0.9258705848099947,-0.377840786818467,292.2,4.7,39.5,26350.0
2016-05-04 18:00:00,18.4,0.9598052919751869,-0.280666708920788,286.3,5.1,32.0,34390.0
2016-05-04 19:00:00,16.5,0.9711342799096362,-0.2385334575785811,283.8,5.5,38.2,34090.0
2016-05-04 20:00:00,14.7,0.6755902076156602,-0.7372773368101242,317.5,2.8,46.7,30570.0
2016-05-04 21:00:00,14.9,0.8642748019537047,-0.5030199466302349,300.2,2.9,47.1,29910.0
2016-05-04 22:00:00,13.4,0.7637960286346425,-0.6454576877239503,310.2,0.8,52.4,32680.0
2016-05-04 23:00:00,13.6,0.8290375725550417,-0.5591929034707468,304.0,1.4,54.7,33550.0
2016-05-05 00:00:00,12.8,0.9832549075639546,-0.18223552549214747,280.5,3.4,63.9,24750.0
2016-05-05 01:00:00,11.3,0.6306758074312862,0.7760464070665462,219.1,1.6,70.5,6930.0
2016-05-05 02:00:00,11.1,0.821149209133704,0.5707135676844317,235.2,1.1,70.5,11710.0
2016-05-05 03:00:00,9.2,0.23514211310259,0.9719610005785464,193.6,0.9,81.1,6650.0
2016-05-05 04:00:00,8.4,0.21473532716706337,0.976672278334168,192.4,0.2,83.6,8000.0
2016-05-05 05:00:00,7.7,-0.9612616959383189,0.2756373558169993,106.0,1.2,86.0,6710.0
2016-05-05 06:00:00,7.4,-1.8369701987210297e-16,-1.0,0.0,0.0,86.6,4320.0
2016-05-05 07:00:00,10.2,0.2973748740777861,-0.9547607995027975,342.7,0.2,81.4,9240.0
2016-05-05 08:00:00,14.2,-0.5328762760707295,0.8461931661275643,147.8,2.3,59.9,12500.0
2016-05-05 09:00:00,16.9,-0.4383711467890775,0.8987940462991668,154.0,2.6,42.7,18520.0
2016-05-05 10:00:00,19.4,0.01570731731182087,0.9998766324816608,180.9,1.2,34.7,23340.0
2016-05-05 11:00:00,21.9,-0.2486898871648549,0.9685831611286313,165.6,1.4,30.1,26320.0
2016-05-05 12:00:00,23.4,-0.5835412113561173,0.8120835268918064,144.3,1.1,19.1,29880.0
2016-05-05 13:00:00,25.3,-0.029666244085110625,0.9995598601193844,178.3,2.6,17.3,42700.0
2016-05-05 14:00:00,26.2,0.5402403204776549,0.8415107819453063,212.7,2.5,15.9,41070.0
2016-05-05 15:00:00,26.8,-0.4555449072335154,0.8902128046111265,152.9,4.4,16.2,31450.0
2016-05-05 16:00:00,27.0,0.9278362538989199,0.372987782575809,248.1,4.1,17.9,34090.0
2016-05-05 17:00:00,23.3,0.980614658546613,-0.1959461442425179,281.3,3.2,25.6,26690.0
2016-05-05 18:00:00,23.8,0.9982398279237653,0.05930637357596123,266.6,1.7,23.7,29760.0
2016-05-05 19:00:00,22.6,0.844327925502015,0.5358267949789967,237.6,0.3,32.7,21740.0
2016-05-05 20:00:00,21.5,0.2113247964553886,0.977415894286096,192.2,1.8,47.1,27280.0
2016-05-05 21:00:00,21.3,-1.8369701987210297e-16,-1.0,0.0,0.0,44.6,24000.0
2016-05-05 22:00:00,22.5,0.636078220277764,0.7716245833877201,219.5,3.7,40.9,21640.0
2016-05-05 23:00:00,20.4,0.5764323161697931,0.8171448983351287,215.2,4.5,54.0,10680.0
2016-05-06 00:00:00,19.5,0.3354515697502549,0.9420574527872968,199.6,0.9,63.0,12530.0
2016-05-06 01:00:00,19.8,0.0941083133185145,0.9955619646030799,185.4,2.2,58.5,21160.0
2016-05-06 02:00:00,19.3,0.8589598969306642,0.5120428648705716,239.2,2.4,59.1,17050.0
2016-05-06 03:00:00,18.3,0.844327925502015,0.5358267949789967,237.6,1.3,66.4,7000.0
2016-05-06 04:00:00,16.5,0.7058715706786808,-0.7083398377245292,315.1,0.6,78.9,3460.0
2016-05-06 05:00:00,17.6,0.8181497174250236,0.5750052520432783,234.9,1.6,75.4,5060.0
2016-05-06 06:00:00,18.0,0.9521293927421387,0.30569530496310593,252.2,0.7,73.9,7590.0
2016-05-06 07:00:00,18.4,0.3567379993196248,-0.9342044743210296,339.1,1.2,73.2,5620.0
2016-05-06 08:00:00,17.7,0.9826127965436153,0.18566661538557702,259.3,0.4,81.4,4540.0
2016-05-06 09:00:00,17.6,0.8878153851364011,0.4601997847838517,242.6,0.7,85.5,3190.0
2016-05-06 10:00:00,17.7,0.3518416484047017,0.9360595357389733,200.6,1.7,86.4,5200.0
2016-05-06 11:00:00,18.4,0.9163627295622395,0.40034903255689486,246.4,2.4,84.2,4960.0
2016-05-06 12:00:00,17.6,0.911403276635445,-0.411514358605109,294.3,3.1,84.8,3270.0
2016-05-06 13:00:00,16.8,0.9975640502598242,-0.0697564737441253,274.0,3.4,86.8,7430.0
2016-05-06 14:00:00,16.8,0.9845031799744366,-0.1753667260919875,280.1,4.2,87.7,3450.0
2016-05-06 15:00:00,15.3,0.9859960370705049,-0.16676874671610267,279.6,5.6,88.0,2650.0
2016-05-06 16:00:00,13.8,0.9994502159417572,0.033155178388525886,268.1,4.5,88.2,3030.0
2016-05-06 17:00:00,13.5,0.9988898749619701,-0.047106450709642464,272.7,3.0,88.3,4870.0
2016-05-06 18:00:00,12.9,0.8161375900801602,0.5778576243835054,234.7,1.2,87.9,3130.0
2016-05-06 19:00:00,12.9,0.9622179935292855,-0.2722802470405746,285.8,2.7,87.8,6300.0
2016-05-06 20:00:00,12.6,0.9799247046208297,-0.19936793441719722,281.5,3.7,87.3,5360.0
2016-05-06 21:00:00,13.0,0.9970527522269202,-0.07671902812681826,274.4,2.4,87.4,3220.0
2016-05-06 22:00:00,12.7,0.7558534691676396,0.6547408137173397,229.1,1.3,86.9,5020.0
2016-05-06 23:00:00,12.5,0.932953534825489,0.35999680812005114,248.9,2.0,87.2,4820.0
2016-05-07 00:00:00,12.2,0.6520984038303921,0.7581343361976525,220.7,1.4,87.3,4030.0
2016-05-07 01:00:00,12.2,0.977415894286096,0.21132479645538849,257.8,2.2,87.1,3640.0
2016-05-07 02:00:00,11.5,0.9420574527872967,0.335451569750255,250.4,1.5,85.5,6430.0
2016-05-07 03:00:00,11.1,0.9739759672790516,0.22665130743685546,256.9,1.2,84.3,6160.0
2016-05-07 04:00:00,10.7,0.9568135840576075,0.29070219359825256,253.1,0.5,83.7,7520.0
2016-05-07 05:00:00,10.5,0.718126297763189,0.6959127965923142,225.9,1.9,82.9,3640.0
2016-05-07 06:00:00,10.0,0.8607420270039436,0.5090414157503711,239.4,0.9,84.1,2570.0
2016-05-07 07:00:00,11.6,0.3288666467385831,0.9443763702374811,199.2,1.9,80.0,6090.0
2016-05-07 08:00:00,13.0,0.7986355100472929,0.6018150231520482,233.0,1.9,73.0,7150.0
2016-05-07 09:00:00,15.4,0.997915618272179,-0.06453230825295778,273.7,2.1,63.0,13640.0
2016-05-07 10:00:00,16.6,0.9950555699612261,-0.09931974974363882,275.7,4.0,53.9,18350.0
2016-05-07 11:00:00,17.2,0.987959865769389,0.1547103862994677,261.1,3.5,52.5,20180.0
2016-05-07 12:00:00,19.4,0.9921147013144777,-0.12533323356430406,277.2,4.8,46.9,19590.0
2016-05-07 13:00:00,19.3,0.9998476951563915,0.01745240643728351,269.0,4.2,47.1,20570.0
2016-05-07 14:00:00,20.1,0.9897762309077888,-0.14262893370551147,278.2,5.8,43.7,31870.0
2016-05-07 15:00:00,19.4,0.9735789028731604,-0.22835087011065558,283.2,6.3,42.4,32340.0
2016-05-07 16:00:00,18.3,0.9982398279237653,-0.05930637357596123,273.4,6.3,40.7,33130.0
2016-05-07 17:00:00,18.4,0.9515944038794384,-0.3073566177998067,287.9,4.0,41.1,29410.0
2016-05-07 18:00:00,18.7,0.9455185755993168,-0.3255681544571567,289.0,3.0,44.2,30340.0
2016-05-07 19:00:00,16.8,0.9829353491495542,0.18395135061272055,259.4,3.1,54.1,26400.0
2016-05-07 20:00:00,14.4,-0.31730465640509226,0.9483236552061994,161.5,0.6,64.4,21880.0
2016-05-07 21:00:00,13.6,0.13225639025712246,0.9912155402515417,187.6,0.7,70.4,18570.0
2016-05-07 22:00:00,12.4,-0.7705132427757895,0.6374239897486894,129.6,1.3,82.9,14850.0
2016-05-07 23:00:00,11.5,-0.8754645270000178,-0.48328238325500233,61.1,0.6,85.8,7050.0
2016-05-08 00:00:00,10.9,-0.9542403285162769,0.299040792256087,107.4,0.7,87.0,7790.0
2016-05-08 01:00:00,10.5,-0.03315517838852637,0.9994502159417573,178.1,1.0,87.4,6910.0
2016-05-08 02:00:00,10.5,-0.5863723567357891,0.8100416404457961,144.1,1.6,87.6,5490.0
2016-05-08 03:00:00,9.6,-0.3987490689252462,0.917060074385124,156.5,0.5,87.8,5090.0
2016-05-08 04:00:00,9.6,-1.8369701987210297e-16,-1.0,0.0,0.0,88.1,4290.0
2016-05-08 05:00:00,9.3,-1.8369701987210297e-16,-1.0,0.0,0.0,88.2,2570.0
2016-05-08 06:00:00,9.6,-0.07671902812681869,0.9970527522269202,175.6,0.7,88.3,6900.0
2016-05-08 07:00:00,11.9,-1.8369701987210297e-16,-1.0,0.0,0.0,86.0,12370.0
2016-05-08 08:00:00,15.4,-1.8369701987210297e-16,-1.0,0.0,0.0,72.0,13890.0
2016-05-08 09:00:00,18.6,-0.9943379441332044,-0.10626407133623313,83.9,1.7,55.1,18250.0
2016-05-08 10:00:00,21.8,-0.9650164944723115,0.2621891786408648,105.2,1.9,42.9,25160.0
2016-05-08 11:00:00,23.3,0.04710645070964246,0.9988898749619701,182.7,4.6,30.2,28600.0
2016-05-08 12:00:00,24.6,-0.1149371504928665,0.9933727656003963,173.4,4.3,27.6,29180.0
2016-05-08 13:00:00,25.1,0.5431744499506707,0.8396198645344132,212.9,3.4,25.3,28440.0
2016-05-08 14:00:00,25.1,-0.31233491851223233,0.9499720515246527,161.8,2.4,26.6,36350.0
2016-05-08 15:00:00,25.3,0.9777832367586062,-0.20961856290382222,282.1,5.6,24.0,31000.0
2016-05-08 16:00:00,23.8,0.9743700647852354,-0.22495105434386503,283.0,6.4,29.3,20970.0
2016-05-08 17:00:00,22.6,0.980614658546613,-0.1959461442425179,281.3,5.8,27.5,25870.0
2016-05-08 18:00:00,20.5,0.9998766324816607,0.015707317311820276,269.1,3.7,31.1,28530.0
2016-05-08 19:00:00,19.1,0.9937679191605961,0.11146893220632507,263.6,1.9,35.1,26170.0
2016-05-08 20:00:00,17.8,0.6293203910498374,0.777145961456971,219.0,1.0,39.5,29650.0
2016-05-08 21:00:00,15.3,0.9990482215818579,0.043619387365336,267.5,0.2,63.0,23230.0
2016-05-08 22:00:00,15.7,-1.8369701987210297e-16,-1.0,0.0,0.0,68.1,18940.0
2016-05-08 23:00:00,15.4,0.5402403204776549,-0.8415107819453063,327.3,0.9,73.6,19320.0
2016-05-09 00:00:00,15.5,-1.8369701987210297e-16,-1.0,0.0,0.0,69.4,19390.0
2016-05-09 01:00:00,15.5,0.01919744239969009,-0.9998157121216443,358.9,0.5,69.1,17840.0
2016-05-09 02:00:00,14.7,0.5105429179116056,-0.8598522715968735,329.3,0.7,75.6,14530.0
2016-05-09 03:00:00,14.6,-1.8369701987210297e-16,-1.0,0.0,0.0,78.1,7960.0
2016-05-09 04:00:00,14.5,-1.8369701987210297e-16,-1.0,0.0,0.0,81.1,6720.0
2016-05-09 05:00:00,14.6,-1.8369701987210297e-16,-1.0,0.0,0.0,79.2,8180.0
2016-05-09 06:00:00,14.3,-1.8369701987210297e-16,-1.0,0.0,0.0,81.9,7890.0
2016-05-09 07:00:00,15.6,-1.8369701987210297e-16,-1.0,0.0,0.1,75.7,7470.0
2016-05-09 08:00:00,16.7,-0.9426414910921784,-0.333806859233771,70.5,0.6,69.7,6920.0
2016-05-09 09:00:00,20.4,-0.0314107590781285,0.9995065603657317,178.2,0.2,48.5,6530.0
2016-05-09 10:00:00,22.4,0.26387304996537325,-0.9645574184577982,344.7,1.5,30.4,20410.0
2016-05-09 11:00:00,22.3,0.9943379441332044,-0.10626407133623361,276.1,2.5,33.0,13610.0
2016-05-09 12:00:00,23.0,0.9731788727770884,-0.23004973718810465,283.3,4.2,30.3,21540.0
2016-05-09 13:00:00,22.8,0.9999862922474269,0.005235963831419778,269.7,4.7,32.8,22930.0
2016-05-09 14:00:00,22.8,0.9755345439458567,-0.21984620435283736,282.7,4.9,35.5,24880.0
2016-05-09 15:00:00,22.9,0.9854078984834901,-0.17020949916603278,279.8,4.9,37.1,22080.0
2016-05-09 16:00:00,22.6,0.8191520442889919,-0.5735764363510459,305.0,3.8,37.2,22440.0
2016-05-09 17:00:00,20.6,0.8367643134589619,-0.54756322349255,303.2,3.1,52.2,18920.0
2016-05-09 18:00:00,19.7,0.6387678175155975,-0.7693995550468953,320.3,3.1,53.4,21400.0
2016-05-09 19:00:00,19.1,0.2300497371881047,-0.9731788727770884,346.7,2.8,56.4,19760.0
2016-05-09 20:00:00,19.4,-0.7615383075367369,-0.6481199010631308,49.6,2.3,50.6,24610.0
2016-05-09 21:00:00,18.9,0.5635260489375715,-0.8260982944957639,325.7,1.1,51.2,25020.0
2016-05-09 22:00:00,18.8,-0.4832823832550023,-0.8754645270000178,28.9,0.8,54.2,24530.0
2016-05-09 23:00:00,18.8,-0.11320321376790696,-0.9935718556765873,6.5,2.2,50.5,24100.0
2016-05-10 00:00:00,18.5,-0.4336590845875441,-0.9010770213220916,25.7,2.0,51.2,21980.0
2016-05-10 01:00:00,17.9,0.10626407133623353,-0.9943379441332044,353.9,2.8,52.8,23460.0
2016-05-10 02:00:00,16.9,-0.33380685923377124,-0.9426414910921783,19.5,1.3,57.0,22580.0
2016-05-10 03:00:00,16.6,-0.10105629718294645,-0.9948807088287881,5.8,4.4,53.4,22630.0
2016-05-10 04:00:00,15.4,-0.3206129905856766,-0.9472102777460287,18.7,3.2,59.2,20210.0
2016-05-10 05:00:00,14.8,-0.6934018282758131,-0.7205511116803305,43.9,2.4,64.6,22010.0
2016-05-10 06:00:00,13.4,-0.7535633923016383,-0.6573752457940955,48.9,1.6,79.0,9720.0
2016-05-10 07:00:00,13.3,-0.25544575793579066,-0.9668233886044595,14.8,1.2,84.6,6390.0
2016-05-10 08:00:00,13.6,-0.3859060423243182,-0.9225380894562464,22.7,1.0,85.9,3250.0
2016-05-10 09:00:00,13.9,-0.4226182617406991,-0.9063077870366499,25.0,1.8,86.2,3970.0
2016-05-10 10:00:00,14.0,-0.4415058527917453,-0.8972583696743281,26.2,1.4,86.6,3270.0
2016-05-10 11:00:00,14.5,-0.961261695938319,-0.27563735581699905,74.0,2.7,86.8,4250.0
2016-05-10 12:00:00,15.5,-0.9739759672790517,0.2266513074368552,103.1,4.7,79.6,14340.0
2016-05-10 13:00:00,15.1,-0.9976842788356053,0.0680152906652485,93.9,3.0,80.2,9210.0
2016-05-10 14:00:00,15.5,-0.9941509639723153,0.10799935570602291,96.2,3.2,82.3,8040.0
2016-05-10 15:00:00,15.9,-0.9857034690888535,0.1684893795650024,99.7,4.6,76.4,31590.0
2016-05-10 16:00:00,15.9,-0.9602936856769433,-0.27899110603922894,73.8,3.7,70.5,50000.0
2016-05-10 17:00:00,16.1,-0.9993283937786565,-0.03664370870655609,87.9,3.8,68.7,46610.0
2016-05-10 18:00:00,15.9,-0.4694715627858907,-0.8829475928589268,28.0,0.7,68.6,45200.0
2016-05-10 19:00:00,15.8,-0.8270805742745622,-0.5620833778521301,55.8,0.9,74.3,27470.0
2016-05-10 20:00:00,15.5,-0.9477684100095858,-0.3189593092980697,71.4,1.1,76.9,22490.0
2016-05-10 21:00:00,15.5,-0.9876883405951377,-0.15643446504023076,81.0,1.1,76.7,20300.0
2016-05-10 22:00:00,15.7,-0.9871362650729879,0.15988118769183476,99.2,2.6,61.1,50000.0
2016-05-10 23:00:00,14.6,-0.6032079877452823,-0.7975839288252287,37.1,1.4,71.8,42090.0
2016-05-11 00:00:00,13.8,-0.7156927337037359,-0.6984152854310061,45.7,0.6,72.0,37060.0
2016-05-11 01:00:00,12.2,-0.5475632234925499,-0.8367643134589619,33.2,0.9,79.1,35640.0
2016-05-11 02:00:00,12.2,-0.5210096318405761,-0.8535507972753275,31.4,1.5,78.1,33790.0
2016-05-11 03:00:00,11.9,-0.24361501178602255,-0.969872015284747,14.1,1.1,77.8,28190.0
2016-05-11 04:00:00,10.8,-0.9443763702374811,-0.3288666467385832,70.8,0.5,81.9,23830.0
2016-05-11 05:00:00,10.3,-0.9874138067509114,-0.15815806725448334,80.9,0.9,84.8,15270.0
2016-05-11 06:00:00,10.2,-0.0314107590781285,0.9995065603657317,178.2,0.3,85.4,25610.0
2016-05-11 07:00:00,13.2,-0.9961946980917454,0.0871557427476582,95.0,1.2,75.0,25330.0
2016-05-11 08:00:00,14.9,-0.8771461637055887,-0.4802234974431887,61.3,1.3,67.7,24750.0
2016-05-11 09:00:00,17.3,-0.9887563810470058,-0.14953534344370942,81.4,1.5,58.7,22860.0
2016-05-11 10:00:00,18.7,0.17708474031958318,-0.984195607969242,349.8,2.3,48.0,38810.0
2016-05-11 11:00:00,19.7,0.6743023875837232,-0.7384553406258841,317.6,1.5,44.8,27530.0
2016-05-11 12:00:00,20.3,0.9988061373414342,0.048849769795613465,267.2,4.3,41.8,29770.0
2016-05-11 13:00:00,20.2,0.965472630879225,-0.2605045086426488,285.1,6.0,46.9,24440.0
2016-05-11 14:00:00,20.0,0.9892723329629883,-0.14608302856241123,278.4,5.5,49.3,32410.0
2016-05-11 15:00:00,20.5,0.9859960370705049,0.16676874671610267,260.4,5.2,44.0,33460.0
2016-05-11 16:00:00,19.5,0.9988898749619701,-0.047106450709642464,272.7,5.2,44.1,40820.0
2016-05-11 17:00:00,19.4,0.8141155183563193,-0.5807029557109397,305.5,4.6,40.3,47490.0
2016-05-11 18:00:00,18.4,0.9955619646030799,0.09410831331851392,264.6,4.8,48.2,35430.0
2016-05-11 19:00:00,17.0,0.6073758397232863,-0.7944146205354184,322.6,2.8,51.0,44510.0
2016-05-11 20:00:00,14.9,0.7869350219613372,-0.6170358751407489,308.1,0.7,57.1,32480.0
2016-05-11 21:00:00,13.6,0.3987490689252463,0.9170600743851239,203.5,1.4,63.7,31530.0
2016-05-11 22:00:00,13.4,0.8141155183563193,0.5807029557109397,234.5,0.5,72.4,26880.0
2016-05-11 23:00:00,11.9,0.19936793441719722,0.9799247046208297,191.5,1.0,80.8,17480.0
2016-05-12 00:00:00,11.9,-0.8754645270000176,0.48328238325500256,118.9,1.1,85.3,7700.0
2016-05-12 01:00:00,11.3,-0.9163627295622395,-0.40034903255689497,66.4,0.4,84.5,6470.0
2016-05-12 02:00:00,10.8,-0.30735661779980733,-0.9515944038794382,17.9,0.3,86.4,5440.0
2016-05-12 03:00:00,11.1,-0.9969173337331279,0.07845909572784507,94.5,0.7,87.2,8500.0
2016-05-12 04:00:00,10.8,0.07323819712763141,-0.9973144772244582,355.8,1.3,86.2,7540.0
2016-05-12 05:00:00,10.3,0.09584575252022406,-0.9953961983671786,354.5,0.7,85.8,4240.0
2016-05-12 06:00:00,10.2,-0.37460659341591207,0.9271838545667873,158.0,0.2,86.4,4860.0
2016-05-12 07:00:00,14.1,-0.9953961983671786,0.09584575252022391,95.5,1.1,77.1,6620.0
2016-05-12 08:00:00,17.0,0.7705132427757895,0.6374239897486895,230.4,3.3,60.0,17090.0
